date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:56:50	6059/6059	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Apr%202022%2018:56:50%20GMT	https://www.commonroots.farm/wp-login.php	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-login.html	(from https://www.commonroots.farm/)
14:56:51	34773/34773	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Apr%202022%2018:56:51%20GMT	https://www.commonroots.farm/2021/01/17/soil-advocate-training-by-kiss-the-ground/	/Users/dylanbarth/websites/farm/www.commonroots.farm/2021/01/17/soil-advocate-training-by-kiss-the-ground/index.html	(from https://www.commonroots.farm/)
14:56:52	32937/32937	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Apr%202022%2018:56:51%20GMT	https://www.commonroots.farm/author/dylan/	/Users/dylanbarth/websites/farm/www.commonroots.farm/author/dylan/index.html	(from https://www.commonroots.farm/)
14:56:52	29100/29100	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Apr%202022%2018:56:51%20GMT	https://www.commonroots.farm/category/soil-advocate-training/	/Users/dylanbarth/websites/farm/www.commonroots.farm/category/soil-advocate-training/index.html	(from https://www.commonroots.farm/)
14:56:52	32966/32966	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Apr%202022%2018:56:51%20GMT	https://www.commonroots.farm/tag/kiss-the-ground/	/Users/dylanbarth/websites/farm/www.commonroots.farm/tag/kiss-the-ground/index.html	(from https://www.commonroots.farm/)
14:56:52	33011/33011	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Apr%202022%2018:56:52%20GMT	https://www.commonroots.farm/tag/regenerative-agriculture/	/Users/dylanbarth/websites/farm/www.commonroots.farm/tag/regenerative-agriculture/index.html	(from https://www.commonroots.farm/)
14:56:53	29032/29032	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Apr%202022%2018:56:53%20GMT	https://www.commonroots.farm/tag/soil-advocate-training/	/Users/dylanbarth/websites/farm/www.commonroots.farm/tag/soil-advocate-training/index.html	(from https://www.commonroots.farm/)
14:56:54	32688/32688	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Apr%202022%2018:56:53%20GMT	https://www.commonroots.farm/2021/01/	/Users/dylanbarth/websites/farm/www.commonroots.farm/2021/01/index.html	(from https://www.commonroots.farm/)
14:56:54	28815/28815	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Apr%202022%2018:56:53%20GMT	https://www.commonroots.farm/category/uncategorized/	/Users/dylanbarth/websites/farm/www.commonroots.farm/category/uncategorized/index.html	(from https://www.commonroots.farm/)
14:56:54	35830/35830	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Apr%202022%2018:56:53%20GMT	https://www.commonroots.farm/2021/01/07/welcome-to-common-rootz/	/Users/dylanbarth/websites/farm/www.commonroots.farm/2021/01/07/welcome-to-common-rootz/index.html	(from https://www.commonroots.farm/)
14:56:54	3489/3489	---MC-	200	added ('OK')	application/json	date:Sun,%2003%20Apr%202022%2018:56:54%20GMT	https://www.commonroots.farm/wp-json/wp/v2/posts/21	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-json/wp/v2/posts/21.json	(from https://www.commonroots.farm/2021/01/17/soil-advocate-training-by-kiss-the-ground/)
14:56:55	892/892	---M-Z	200	added ('OK')	application/rss+xml	etag:%22fd2a593c54e34cabc93d4799eb4ae43f-gzip%22	https://www.commonroots.farm/2021/01/17/soil-advocate-training-by-kiss-the-ground/feed/	/Users/dylanbarth/websites/farm/www.commonroots.farm/2021/01/17/soil-advocate-training-by-kiss-the-ground/feed/index.html	(from https://www.commonroots.farm/2021/01/17/soil-advocate-training-by-kiss-the-ground/)
14:56:56	2522/2522	---MC-	200	added ('OK')	application/json	date:Sun,%2003%20Apr%202022%2018:56:55%20GMT	https://www.commonroots.farm/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.commonroots.farm%2F2021%2F01%2F17%2Fsoil-advocate-training-by-kiss-the-ground%2F	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-json/oembed/1.0/embed39ee.json	(from https://www.commonroots.farm/2021/01/17/soil-advocate-training-by-kiss-the-ground/)
14:56:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Apr%202022%2018:56:56%20GMT	https://www.commonroots.farm/?p=21	/Users/dylanbarth/websites/farm/www.commonroots.farm/index3965.html	(from https://www.commonroots.farm/2021/01/17/soil-advocate-training-by-kiss-the-ground/)
14:56:56	2589/2589	---M-Z	200	added ('OK')	text/xml	date:Sun,%2003%20Apr%202022%2018:56:56%20GMT	https://www.commonroots.farm/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.commonroots.farm%2F2021%2F01%2F17%2Fsoil-advocate-training-by-kiss-the-ground%2F&format=xml	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-json/oembed/1.0/embedd506	(from https://www.commonroots.farm/2021/01/17/soil-advocate-training-by-kiss-the-ground/)
14:56:57	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Sun,%2003%20Apr%202022%2018:56:57%20GMT	https://www.commonroots.farm/xmlrpc.php	/Users/dylanbarth/websites/farm/www.commonroots.farm/xmlrpc.php	(from https://www.commonroots.farm/2021/01/17/soil-advocate-training-by-kiss-the-ground/)
14:56:58	2979/2979	---M-Z	200	added ('OK')	application/javascript	etag:%22ba3-5d672d01699c1-gzip%22	https://www.commonroots.farm/wp-includes/js/comment-reply.min.js?ver=5.9.2	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-includes/js/comment-reply.min6dcf.js	(from https://www.commonroots.farm/2021/01/17/soil-advocate-training-by-kiss-the-ground/)
14:57:00	619/619	---MC-	200	added ('OK')	application/json	date:Sun,%2003%20Apr%202022%2018:56:59%20GMT	https://www.commonroots.farm/wp-json/wp/v2/users/2	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-json/wp/v2/users/2.json	(from https://www.commonroots.farm/author/dylan/)
14:57:00	7405/7405	---M-Z	200	added ('OK')	application/rss+xml	etag:%2249ee91dcb8508e8bdb851f51b99dc016-gzip%22	https://www.commonroots.farm/author/dylan/feed/	/Users/dylanbarth/websites/farm/www.commonroots.farm/author/dylan/feed/index.html	(from https://www.commonroots.farm/author/dylan/)
14:57:01	774/774	---MC-	200	added ('OK')	application/json	date:Sun,%2003%20Apr%202022%2018:57:00%20GMT	https://www.commonroots.farm/wp-json/wp/v2/categories/5	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-json/wp/v2/categories/5.json	(from https://www.commonroots.farm/category/soil-advocate-training/)
14:57:01	3560/3560	---M-Z	200	added ('OK')	application/rss+xml	etag:%2249ee91dcb8508e8bdb851f51b99dc016-gzip%22	https://www.commonroots.farm/category/soil-advocate-training/feed/	/Users/dylanbarth/websites/farm/www.commonroots.farm/category/soil-advocate-training/feed/index.html	(from https://www.commonroots.farm/category/soil-advocate-training/)
14:57:02	608/608	---MC-	200	added ('OK')	application/json	date:Sun,%2003%20Apr%202022%2018:57:01%20GMT	https://www.commonroots.farm/wp-json/wp/v2/tags/4	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-json/wp/v2/tags/4.json	(from https://www.commonroots.farm/tag/kiss-the-ground/)
14:57:02	7422/7422	---M-Z	200	added ('OK')	application/rss+xml	etag:%2249ee91dcb8508e8bdb851f51b99dc016-gzip%22	https://www.commonroots.farm/tag/kiss-the-ground/feed/	/Users/dylanbarth/websites/farm/www.commonroots.farm/tag/kiss-the-ground/feed/index.html	(from https://www.commonroots.farm/tag/kiss-the-ground/)
14:57:03	7440/7440	---M-Z	200	added ('OK')	application/rss+xml	etag:%2249ee91dcb8508e8bdb851f51b99dc016-gzip%22	https://www.commonroots.farm/tag/regenerative-agriculture/feed/	/Users/dylanbarth/websites/farm/www.commonroots.farm/tag/regenerative-agriculture/feed/index.html	(from https://www.commonroots.farm/tag/regenerative-agriculture/)
14:57:03	635/635	---MC-	200	added ('OK')	application/json	date:Sun,%2003%20Apr%202022%2018:57:02%20GMT	https://www.commonroots.farm/wp-json/wp/v2/tags/3	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-json/wp/v2/tags/3.json	(from https://www.commonroots.farm/tag/regenerative-agriculture/)
14:57:04	629/629	---MC-	200	added ('OK')	application/json	date:Sun,%2003%20Apr%202022%2018:57:03%20GMT	https://www.commonroots.farm/wp-json/wp/v2/tags/2	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-json/wp/v2/tags/2.json	(from https://www.commonroots.farm/tag/soil-advocate-training/)
14:57:05	4853/4853	---MC-	200	added ('OK')	application/json	date:Sun,%2003%20Apr%202022%2018:57:04%20GMT	https://www.commonroots.farm/wp-json/wp/v2/posts/1	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-json/wp/v2/posts/1.json	(from https://www.commonroots.farm/2021/01/07/welcome-to-common-rootz/)
14:57:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2003%20Apr%202022%2018:57:05%20GMT	https://www.commonroots.farm/?p=1	/Users/dylanbarth/websites/farm/www.commonroots.farm/indexcff1.html	(from https://www.commonroots.farm/2021/01/07/welcome-to-common-rootz/)
14:57:05	3555/3555	---M-Z	200	added ('OK')	application/rss+xml	etag:%2249ee91dcb8508e8bdb851f51b99dc016-gzip%22	https://www.commonroots.farm/tag/soil-advocate-training/feed/	/Users/dylanbarth/websites/farm/www.commonroots.farm/tag/soil-advocate-training/feed/index.html	(from https://www.commonroots.farm/tag/soil-advocate-training/)
14:57:05	837/837	---M-Z	200	added ('OK')	application/rss+xml	etag:%22028575bf7b30a1e9c788d86a6926890d-gzip%22	https://www.commonroots.farm/2021/01/07/welcome-to-common-rootz/feed/	/Users/dylanbarth/websites/farm/www.commonroots.farm/2021/01/07/welcome-to-common-rootz/feed/index.html	(from https://www.commonroots.farm/2021/01/07/welcome-to-common-rootz/)
14:57:06	2429/2429	---MC-	200	added ('OK')	application/json	date:Sun,%2003%20Apr%202022%2018:57:05%20GMT	https://www.commonroots.farm/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.commonroots.farm%2F2021%2F01%2F07%2Fwelcome-to-common-rootz%2F	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-json/oembed/1.0/embed9612.json	(from https://www.commonroots.farm/2021/01/07/welcome-to-common-rootz/)
14:57:06	2496/2496	---M-Z	200	added ('OK')	text/xml	date:Sun,%2003%20Apr%202022%2018:57:06%20GMT	https://www.commonroots.farm/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.commonroots.farm%2F2021%2F01%2F07%2Fwelcome-to-common-rootz%2F&format=xml	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-json/oembed/1.0/embed4025	(from https://www.commonroots.farm/2021/01/07/welcome-to-common-rootz/)
14:57:08	636/636	---MC-	200	added ('OK')	application/json	date:Sun,%2003%20Apr%202022%2018:57:07%20GMT	https://www.commonroots.farm/wp-json/wp/v2/categories/1	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-json/wp/v2/categories/1.json	(from https://www.commonroots.farm/category/uncategorized/)
14:57:08	4795/4795	---M-Z	200	added ('OK')	application/rss+xml	etag:%2249ee91dcb8508e8bdb851f51b99dc016-gzip%22	https://www.commonroots.farm/category/uncategorized/feed/	/Users/dylanbarth/websites/farm/www.commonroots.farm/category/uncategorized/feed/index.html	(from https://www.commonroots.farm/category/uncategorized/)
14:57:09	59016/59016	---M-Z	200	added ('OK')	text/css	etag:%22e688-5c0039449c446-gzip%22	https://www.commonroots.farm/wp-includes/css/dashicons.min.css?ver=5.9.2	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-includes/css/dashicons.min6dcf.css	(from https://www.commonroots.farm/wp-login.php)
14:57:09	5854/5854	---M-Z	200	added ('OK')	text/css	etag:%2216de-5bd25aa3973ed-gzip%22	https://www.commonroots.farm/wp-includes/css/buttons.min.css?ver=5.9.2	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-includes/css/buttons.min6dcf.css	(from https://www.commonroots.farm/wp-login.php)
14:57:10	25369/25369	---M-Z	200	added ('OK')	text/css	etag:%226319-5d672d00c7800-gzip%22	https://www.commonroots.farm/wp-admin/css/forms.min.css?ver=5.9.2	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-admin/css/forms.min6dcf.css	(from https://www.commonroots.farm/wp-login.php)
14:57:11	2477/2477	---M-Z	200	added ('OK')	text/css	etag:%229ad-57cc15c805580-gzip%22	https://www.commonroots.farm/wp-admin/css/l10n.min.css?ver=5.9.2	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-admin/css/l10n.min6dcf.css	(from https://www.commonroots.farm/wp-login.php)
14:57:12	6315/6315	---M-Z	200	added ('OK')	text/css	etag:%2218ab-5d672d00cb680-gzip%22	https://www.commonroots.farm/wp-admin/css/login.min.css?ver=5.9.2	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-admin/css/login.min6dcf.css	(from https://www.commonroots.farm/wp-login.php)
14:57:13	2814/2814	---M-Z	200	added ('OK')	text/html	date:Sun,%2003%20Apr%202022%2018:57:13%20GMT	https://www.commonroots.farm/wp-login.php?action=lostpassword	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-loginc2b6.html	(from https://www.commonroots.farm/wp-login.php)
14:57:14	89521/89521	---M-Z	200	added ('OK')	application/javascript	etag:%2215db1-5c798d8749bbd-gzip%22	https://www.commonroots.farm/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-includes/js/jquery/jquery.minaf6c.js	(from https://www.commonroots.farm/wp-login.php)
14:57:15	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5b472638cda40-gzip%22	https://www.commonroots.farm/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://www.commonroots.farm/wp-login.php)
14:57:16	351/351	---M-Z	200	added ('OK')	application/javascript	etag:%2215f-5bd25aa3b0a2d-gzip%22	https://www.commonroots.farm/wp-includes/js/zxcvbn-async.min.js?ver=1.0	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-includes/js/zxcvbn-async.min5152.js	(from https://www.commonroots.farm/wp-login.php)
14:57:17	6494/6494	---M-Z	200	added ('OK')	application/javascript	etag:%22195e-5d672d0180121-gzip%22	https://www.commonroots.farm/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://www.commonroots.farm/wp-login.php)
14:57:18	19261/19261	---M-Z	200	added ('OK')	application/javascript	etag:%224b3d-5d672d0180121-gzip%22	https://www.commonroots.farm/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://www.commonroots.farm/wp-login.php)
14:57:19	5690/5690	---M-Z	200	added ('OK')	application/javascript	etag:%22163a-5d672d017e1e1-gzip%22	https://www.commonroots.farm/wp-includes/js/dist/hooks.min.js?ver=1e58c8c5a32b2e97491080c5b10dc71c	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-includes/js/dist/hooks.min8cbb.js	(from https://www.commonroots.farm/wp-login.php)
14:57:20	10407/10407	---M-Z	200	added ('OK')	application/javascript	etag:%2228a7-5d672d017a361-gzip%22	https://www.commonroots.farm/wp-includes/js/dist/i18n.min.js?ver=30fcecb428a0e8383d3776bcdd3a7834	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-includes/js/dist/i18n.mina28b.js	(from https://www.commonroots.farm/wp-login.php)
14:57:21	1123/1123	---M-Z	200	added ('OK')	application/javascript	etag:%22463-5bd25aa37ed4c-gzip%22	https://www.commonroots.farm/wp-admin/js/password-strength-meter.min.js?ver=5.9.2	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-admin/js/password-strength-meter.min6dcf.js	(from https://www.commonroots.farm/wp-login.php)
14:57:22	19069/19069	---M-Z	200	added ('OK')	application/javascript	etag:%224a7d-5d672d016d841-gzip%22	https://www.commonroots.farm/wp-includes/js/underscore.min.js?ver=1.13.1	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-includes/js/underscore.min0028.js	(from https://www.commonroots.farm/wp-login.php)
14:57:23	1340/1340	---M-Z	200	added ('OK')	application/javascript	etag:%2253c-5c798d87631fd-gzip%22	https://www.commonroots.farm/wp-includes/js/wp-util.min.js?ver=5.9.2	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-includes/js/wp-util.min6dcf.js	(from https://www.commonroots.farm/wp-login.php)
14:57:24	6102/6102	---M-Z	200	added ('OK')	application/javascript	etag:%2217d6-5d672d00db080-gzip%22	https://www.commonroots.farm/wp-admin/js/user-profile.min.js?ver=5.9.2	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-admin/js/user-profile.min6dcf.js	(from https://www.commonroots.farm/wp-login.php)
14:57:25	56564/56564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dcf4-5aaa63de0f7c0%22	https://www.commonroots.farm/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-includes/fonts/dashicons7d4b.eot	(from https://www.commonroots.farm/wp-includes/css/dashicons.min.css?ver=5.9.2)
14:57:26	56392/56392	---M--	200	added ('OK')	font/ttf	etag:%22dc48-5aaa63de0f7c0%22	https://www.commonroots.farm/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-includes/fonts/dashicons7d4b.ttf	(from https://www.commonroots.farm/wp-includes/css/dashicons.min.css?ver=5.9.2)
14:57:27	1372/1372	---M--	200	added ('OK')	image/gif	etag:%2255c-5942a870f08c0%22	https://www.commonroots.farm/wp-admin/images/loading.gif	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-admin/images/loading.gif	(from https://www.commonroots.farm/wp-admin/css/forms.min.css?ver=5.9.2)
14:57:28	3113/3113	---M--	200	added ('OK')	image/png	etag:%22c29-5a624e1454500%22	https://www.commonroots.farm/wp-admin/images/w-logo-blue.png?ver=20131202	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-admin/images/w-logo-blue7a53.png	(from https://www.commonroots.farm/wp-admin/css/login.min.css?ver=5.9.2)
14:57:29	1521/1521	---M--	200	added ('OK')	image/svg+xml	etag:%225f1-51300c013bcc0%22	https://www.commonroots.farm/wp-admin/images/wordpress-logo.svg?ver=20131107	/Users/dylanbarth/websites/farm/www.commonroots.farm/wp-admin/images/wordpress-logo7d6b.svg	(from https://www.commonroots.farm/wp-admin/css/login.min.css?ver=5.9.2)
